"transaction_id","customer_name","account_number","transaction_date_raw","transaction_amount","currency","transaction_type","branch_code","balance_after_transaction","notes","data_issue_flag","transaction_date_clean","balance_issue_flag"
"274409","Sydney Gonzales","77900847","2023-05-07","8671.87","INVALID","Credit","BR505","24715.68",NULL,NULL,"2023-05-07",NULL
"233456","James Kelley","97365592","October 16, 2024","12252.11","USD","Transfer","BR521","81287.94",NULL,NULL,"2024-10-16",NULL
"454303","Stephanie Gross","24948571","23/01/2024","11340.34","GBP","Transfer","BR650","95802.14",NULL,NULL,"2024-01-23",NULL
"592448","Kurt Davis","65821706","March 26, 2023","12390.97","EUR","Credit","BR875","80281.63",NULL,NULL,"2023-03-26",NULL
"845525","Kyle Lozano","27922987","2021-07-24","2753.39","INVALID","Credit","BR573","10710.30",NULL,NULL,"2021-07-24",NULL
"901993","Kimberly Hubbrd","73847918","2023-10-18","85.18","INR","Debit","BR284","22022.01",NULL,NULL,"2023-10-18",NULL
"288777","William Burnett","43270110","2025-09-17","14996.58","INVALID","Credit","BR460","18386.84",NULL,NULL,"2025-09-17",NULL
"850098","Ronald Bright","15892112","2024-03-15","2953.19","EUR","Credit","BR966","9032.75",NULL,NULL,"2024-03-15",NULL
"593647","Dawn Burch","12944182","03/02/2025","6814.60","EUR","Credit","BR797","8267.59",NULL,NULL,"2025-02-03",NULL
"355846","Oscar Terry","68377039","2026-03-05","3285.99","INVALID","Debit",NULL,"29575.95",NULL,NULL,"2026-03-05",NULL
"384909","Blake Patel","13531093","December 05, 2023","15507.73","INVALID","Debit","BR330","42028.65",NULL,NULL,"2023-12-05",NULL
"761448","Savannah Stanton","11535920","January 27, 2025","17074.63","USD","Debit","BR016","55553.14",NULL,NULL,"2025-01-27",NULL
"164643","Jessica Diaz","26193048","16/07/2025","4358.18","INR","Credit","BR249","46366.82",NULL,NULL,"2025-07-16",NULL
"859452","Tracie Sloan","70381436","26/06/2025","7862.00","EUR","Credit","BR201","69472.34",NULL,NULL,"2025-06-26",NULL
"734527","John Brown","84526593","2023-08-17","8223.47","GBP","Transfer","BR634","9694.32",NULL,NULL,"2023-08-17",NULL
"120803","Crystal Wise","46570413","March 18, 2024","13183.37","INVALID","Credit","BR205","24377.69",NULL,NULL,"2024-03-18",NULL
"830407","William Lewis","43166085","October 12, 2023","10909.98","GBP","Transfer","BR669","48413.55",NULL,NULL,"2023-10-12",NULL
"651769","Anthony Bryant","17508948","September 30, 2025","17953.55","INR","Transfer","BR966","17771.30",NULL,NULL,"2025-09-30",NULL
"679698","Brinn Greene","36024602","October 22, 2023","13984.64","INR","Credit","BR243","5702.37",NULL,NULL,"2023-10-22",NULL
"924333","Angela Kirk","22888635","2024-08-31","14031.33","INVALID","Transfer","BR072","75236.92",NULL,NULL,"2024-08-31",NULL
"842457","Jason Franklin","95196604","15/01/2025","14512.43","GBP","Transfer","BR311","26932.55",NULL,NULL,"2025-01-15",NULL
"952794","Lauren Moore","99348082","June 21, 2021","15298.62","GBP","Transfer","BR034","54336.01",NULL,NULL,"2021-06-21",NULL
"292091","Jennifer Kelly","81750279","2023-01-18","13071.85","EUR","Debit","BR439","13270.55",NULL,NULL,"2023-01-18",NULL
"967049","Brian Ford","75870782","August 05, 2023","18421.22","INR","Credit","BR628","17277.68",NULL,NULL,"2023-08-05",NULL
"984651","Alexander Tucker","33522339","28/09/2022","3740.43","INR","Debit","BR304","1665.86",NULL,NULL,"2022-09-28",NULL
"352516","Tiffany Allen","61895218","04/09/2021","2845.33","GBP","Transfer","BR707","41160.37",NULL,NULL,"2021-09-04",NULL
"951458","Johnathan Padilla","15529561","31/07/2021","3320.76","INVALID","Transfer","BR460","46460.49",NULL,NULL,"2021-07-31",NULL
"803563","David Hickman","54842112","03/08/2024",NULL,"GBP","Debit","BR346","82777.99",NULL," Missing Critical Field","2024-08-03",NULL
"546576","Gerald Rodriguez","91991495","2022-11-15","9913.04","INR","Debit",NULL,"5523.79",NULL,NULL,"2022-11-15",NULL
"790160","Joshua Rangel","91200742","2023-05-29","4787.82","INVALID","Debit",NULL,"37127.39",NULL,NULL,"2023-05-29",NULL
"568060","Andrea Taylor","39868499","11/07/2022","14371.57","EUR","Credit","BR430","41158.47",NULL,NULL,"2022-07-11",NULL
"937941","John Navarro","78549706","05/10/2024","16967.30","USD","Transfer","BR754","48501.22",NULL,NULL,"2024-10-05",NULL
"446969","Christopher Williams","19568385","2025-10-12","3611.78","GBP","Transfer","BR904","79712.11",NULL,NULL,"2025-10-12",NULL
"417591","Carrie Roberts","73940422","May 23, 2025","1789.27","INVALID","Credit","BR880","46886.78",NULL,NULL,"2025-05-23",NULL
"792946","William Walker","21544966","26/02/2026","3288.97","INR","Debit","BR243","27110.33",NULL,NULL,"2026-02-26",NULL
"472507","Angel Wilson","93277434","2025-03-20","10477.90","EUR","Transfer","BR780","45490.49",NULL,NULL,"2025-03-20",NULL
"488776","Karen Jones","72327184","13/10/2023","14737.73","INVALID","Transfer","BR158","86743.12",NULL,NULL,"2023-10-13",NULL
"288649","David Decker","56506293","2024-10-14","17316.65","EUR","Debit","BR969","57900.33",NULL,NULL,"2024-10-14",NULL
"411036","Elizabeth Payne","87974401","2025-03-23","2746.79","EUR","Credit","BR275","58451.55",NULL,NULL,"2025-03-23",NULL
"507607","Larry Wells","55903865","16/03/2024","11123.72","EUR","Transfer","BR492","20958.18",NULL,NULL,"2024-03-16",NULL
"373089","Kayla Warren","98730080","10/12/2021","6637.70","EUR","Transfer","BR565","12601.82",NULL,NULL,"2021-12-10",NULL
"833581","Richard Williams","93260585","17/04/2022","2369.46","EUR","Debit","BR693","81659.75",NULL,NULL,"2022-04-17",NULL
"950733","Kenneth Smith","62596624","2021-08-07","18424.55","GBP","Credit","BR086","5542.69",NULL,NULL,"2021-08-07",NULL
"275357","Brend Mcdowell","70531553","February 05, 2024","5832.30","INR","Debit","BR725","12546.51",NULL,NULL,"2024-02-05",NULL
"889120","Sharon King","52990531","2022-05-06","10960.06","INVALID","Credit","BR688","67838.96",NULL,NULL,"2022-05-06",NULL
"921392","Donald Hughes","31706523","13/06/2025","5717.73","USD","Debit","BR740","72103.98",NULL,NULL,"2025-06-13",NULL
"494751","Gary Diaz","95508345","November 22, 2024","15780.23","INVALID","Debit","BR246","79828.99",NULL,NULL,"2024-11-22",NULL
"516224","Jennifer Carpenter","49941576","2022-02-07","18063.75","INVALID","Debit",NULL,"53626.31",NULL,NULL,"2022-02-07",NULL
"847786","Stephen Jones","85025720","January 19, 2022","8945.28","INR","Debit","BR295","56724.59",NULL,NULL,"2022-01-19",NULL
"715017","Allison Johnson","56302126","2023-04-25","2586.78","INVALID","Credit","BR132","3211.35",NULL,NULL,"2023-04-25",NULL
"983022","Douglas Elliott","47090619","2021-05-20","4327.90","USD","Transfer","BR395","39099.07",NULL,NULL,"2021-05-20",NULL
"753668","Dr. Monica Montoya","97577782","2024-04-05","6275.53","INVALID","Debit","BR773","62960.26",NULL,NULL,"2024-04-05",NULL
"533074","Bradley Rojas","82366060","December 23, 2022","1462.28","INVALID","Debit","BR010","67077.08",NULL,NULL,"2022-12-23",NULL
"311272","Stephen Baker","47326086","02/10/2022","13448.98","INVALID","Debit","BR227","79930.11",NULL,NULL,"2022-10-02",NULL
"406577","Dylan Bishop","86205313","February 22, 2022","1351.77","INR","Transfer","BR377","94820.06",NULL,NULL,"2022-02-22",NULL
"282979","Julia Sanchez","24693925","April 22, 2025",NULL,"INVALID","Transfer","BR214","48561.62",NULL," Missing Critical Field","2025-04-22",NULL
"181295","Brian Farmer","31736213","August 11, 2022","4249.33","INR","Credit","BR805","66755.63",NULL,NULL,"2022-08-11",NULL
"943615","Anna Ellis","27472421","June 18, 2022","396.79","GBP","Transfer","BR493","46993.09",NULL,NULL,"2022-06-18",NULL
"786905","Kelly Berry","42377634","December 22, 2022","1771.58","GBP","Transfer","BR834","42872.99",NULL,NULL,"2022-12-22",NULL
"276882","Eric Conrad","78109731","July 22, 2024","1503.77","GBP","Credit","BR898","88223.24",NULL,NULL,"2024-07-22",NULL
"291711","Kevin Richardson","74242480","27/02/2023","15711.73","GBP","Debit","BR501","65715.57",NULL,NULL,"2023-02-27",NULL
"449815","Ronald Kennedy","35366200","2025-07-23","13515.34","INR","Transfer","BR677","4219.50",NULL,NULL,"2025-07-23",NULL
"939825","Lucas Jones","20845213","2022-05-08","16148.00","INVALID","Transfer","BR751","47302.48",NULL,NULL,"2022-05-08",NULL
"199298","Mark Cobb","33815949","07/12/2025","2840.81","INVALID","Transfer","BR726","21457.25",NULL,NULL,"2025-12-07",NULL
"287971","Stephanie Yoder","82825395","April 24, 2021","10174.81","USD","Credit","BR921","1057.63",NULL,NULL,"2021-04-24",NULL
"540571","Mr. Matthew Hartman","66421467","January 03, 2023","4692.00","INR","Debit","BR094","61335.07",NULL,NULL,"2023-01-03",NULL
"287058","Kara Hartman","79848052","2025-12-06","16964.50","INVALID","Credit","BR022","31181.00",NULL,NULL,"2025-12-06",NULL
"120927","Stephen Evans","44900011","2022-07-25","14754.69","USD","Transfer","BR682","72324.29",NULL,NULL,"2022-07-25",NULL
"142531","Melissa Ali","90619222","10/03/2025","11516.38","INVALID","Credit","BR741","42418.83",NULL,NULL,"2025-03-10",NULL
"400259","Justin Lloyd","61895064","22/06/2024","10526.86","EUR","Debit","BR480","24313.57",NULL,NULL,"2024-06-22",NULL
"794850","Michael Marquez","74290152","January 12, 2026","3306.16","INR","Debit","BR665","83155.37",NULL,NULL,"2026-01-12",NULL
"181674","Barbara Frazier","93299018","2024-02-05","18740.33","INVALID","Credit","BR703","46006.05",NULL,NULL,"2024-02-05",NULL
"220095","Kimberly Gilbert","62587969","06/06/2024","2231.31","INR","Credit","BR867","21790.41",NULL,NULL,"2024-06-06",NULL
"602585","Steven Torres","69183037","17/01/2026","8128.96","EUR","Debit",NULL,"53879.74",NULL,NULL,"2026-01-17",NULL
"620272","Megan Lee","56423393","08/09/2021","8355.33","INVALID","Transfer","BR516","72544.54",NULL,NULL,"2021-09-08",NULL
"273916","Jasmine Fuller","62495368","12/12/2025","17475.57","INVALID","Debit","BR499","86783.76",NULL,NULL,"2025-12-12",NULL
"401389","Cindy Wheeler","93748257","2022-09-15","763.20","USD","Credit","BR022","85170.68",NULL,NULL,"2022-09-15",NULL
"527630","Timothy Ellison","66783116","March 15, 2023","13692.19","USD","Credit","BR023","21812.32",NULL,NULL,"2023-03-15",NULL
"551592","Heather Harper","50391555","04/06/2022","17742.23","EUR","Credit","BR793","88159.92",NULL,NULL,"2022-06-04",NULL
"123765","Christine Moore","42294471","December 21, 2022","1423.21","INVALID","Credit","BR951","83620.38",NULL,NULL,"2022-12-21",NULL
"474000","William Stevens","47081924","25/01/2025","13879.05","INR","Debit","BR484","14990.11",NULL,NULL,"2025-01-25",NULL
"466117","Frederick Allen","85755284","2025-09-27","1788.55","INR","Transfer","BR780","39395.98",NULL,NULL,"2025-09-27",NULL
"277496","Casey Rush","91116739","2021-05-24","11378.77","GBP","Debit","BR367","74554.47",NULL,NULL,"2021-05-24",NULL
"379982","Carlos Vincent","43757134","2026-01-09","14442.28","GBP","Credit","BR517","19465.55",NULL,NULL,"2026-01-09",NULL
"600582","Michael Foster","47784005","2023-07-11","11329.60","EUR","Credit","BR293","19376.69",NULL,NULL,"2023-07-11",NULL
"248693","Joshua Vazquez","19961433","02/09/2025","3226.75","INR","Debit","BR277","13870.29",NULL,NULL,"2025-09-02",NULL
"442684","Derek Peterson","63402603","09/11/2024","19322.60","USD","Transfer","BR481","21653.86",NULL,NULL,"2024-11-09",NULL
"939183","Albert Dougherty","26947553","18/09/2021","7544.89","INVALID","Transfer","BR873","20279.52",NULL,NULL,"2021-09-18",NULL
"650627","Thomas Edwards","89667757","30/11/2022","18118.02","INVALID","Debit","BR815","94794.77",NULL,NULL,"2022-11-30",NULL
"768085","Stephanie Gordon","49811109","April 08, 2024",NULL,"INR","Credit","BR504","24028.87",NULL," Missing Critical Field","2024-04-08",NULL
"177420","Terry Crroll","83907607","2022-12-27","11773.14","INVALID","Debit","BR552","26974.63",NULL,NULL,"2022-12-27",NULL
"901339","Angela Garza","55387383","May 20, 2023","12473.80","EUR","Transfer","BR954","77297.31",NULL,NULL,"2023-05-20",NULL
"780191","Karen George","81572712","2025-10-12","12970.48","INR","Debit","BR916","62462.81",NULL,NULL,"2025-10-12",NULL
"187344","Denise Brown","14123614","July 01, 2024","1324.47","INVALID","Credit",NULL,"65244.54",NULL,NULL,"2024-07-01",NULL
"892504","Christopher Mcdonald","49272518","06/05/2022",NULL,"INR","Transfer","BR105","41413.20",NULL," Missing Critical Field","2022-05-06",NULL
"120100","Misty Jackson","97897125","2024-06-27","19414.49","USD","Debit","BR216","42745.95",NULL,NULL,"2024-06-27",NULL
"630442","Zachary Rivera","94072014","May 02, 2021","9561.40","INVALID","Transfer","BR618","25785.87",NULL,NULL,"2021-05-02",NULL
"301702","Todd Foley","37428886","10/07/2022","3562.69","INVALID","Transfer","BR672","22197.22",NULL,NULL,"2022-07-10",NULL
"176786","Daniel Horn","34158684","2023-06-08","15564.95","INVALID","Transfer","BR958","74192.43",NULL,NULL,"2023-06-08",NULL
"228395","Albert Morris","36607547","30/05/2021","8154.51","GBP","Credit","BR748","84546.04",NULL,NULL,"2021-05-30",NULL
"646750","David Davis","20892105","August 13, 2022","18034.92","INVALID","Transfer","BR051","19398.30",NULL,NULL,"2022-08-13",NULL
"273637","Allen Mitchell","39904036","29/05/2023","18231.86","INVALID","Debit","BR898","78013.20",NULL,NULL,"2023-05-29",NULL
"256533","Dawn Anderson","61902457","September 04, 2023","13312.29","GBP","Credit","BR395","10025.23",NULL,NULL,"2023-09-04",NULL
"750728","John Smith","19182354","January 20, 2024","2645.93","INVALID","Transfer","BR475","22002.56",NULL,NULL,"2024-01-20",NULL
"286185","Stacey Harrell","96219289","July 16, 2022","730.29","INR","Credit","BR551","77074.94",NULL,NULL,"2022-07-16",NULL
"219869","Catherine Shelton","42176849","2024-04-03","14304.19","EUR","Credit","BR994","47917.24",NULL,NULL,"2024-04-03",NULL
"756493","Melinda York","80090371","05/03/2025","2516.79","INR","Transfer","BR621","41882.76",NULL,NULL,"2025-03-05",NULL
"996390","Christopher Hill","83028918","17/05/2022","462.13","USD","Transfer","BR639","67210.12",NULL,NULL,"2022-05-17",NULL
"654461","Crig Fernndez","42372458","2022-10-12","14485.25","INR","Transfer","BR031","28969.06",NULL,NULL,"2022-10-12",NULL
"489255","Jeffrey White","88814838","January 11, 2026","13813.02","INVALID","Debit","BR969","26542.26",NULL,NULL,"2026-01-11",NULL
"444994","Dawn Arnold","52454423","2025-04-16","3288.00","INVALID","Debit","BR025","26794.95",NULL,NULL,"2025-04-16",NULL
"274559","David Scott","95722754","04/01/2026","14972.79","USD","Transfer","BR569","49897.21",NULL,NULL,"2026-01-04",NULL
"724587","Caleb Wagner","69845553","September 25, 2022","1417.18","INVALID","Transfer","BR052","36620.98",NULL,NULL,"2022-09-25",NULL
"754048","Katherine Moore","78838772","2022-12-18","4199.75","EUR","Debit","BR527","8466.58",NULL,NULL,"2022-12-18",NULL
"666724","Dwayne Johnson","85594075","June 28, 2023","671.23","USD","Transfer","BR574","30234.65",NULL,NULL,"2023-06-28",NULL
"147876","Bryan Walker","19513387","2024-06-25","12810.39","EUR","Credit","BR778","96226.19",NULL,NULL,"2024-06-25",NULL
"966665","Christopher Morrison","23509617","06/03/2025","7506.47","INVALID","Debit","BR112","79454.31",NULL,NULL,"2025-03-06",NULL
"154851","David Hale","73716511","September 30, 2022","5299.28","INR","Credit","BR378","76127.07",NULL,NULL,"2022-09-30",NULL
"539589","Gary Butler","77635946","2021-10-09","18779.99","INVALID","Transfer","BR861","90892.13",NULL,NULL,"2021-10-09",NULL
"395978","Kimberly Avila","76377721","February 02, 2025","6309.64","INVALID","Credit","BR023","66534.27",NULL,NULL,"2025-02-02",NULL
"157479","Grace Ritter","63475593","2022-01-05","410.29","GBP","Transfer","BR423","87558.46",NULL,NULL,"2022-01-05",NULL
"691473","Edward Ramos","69169010","September 01, 2022","4903.02","INVALID","Transfer","BR298","90193.91",NULL,NULL,"2022-09-01",NULL
"118604","Jennifer Brown","19474439","2025-03-09","8119.11","INVALID","Transfer","BR751","81316.44",NULL,NULL,"2025-03-09",NULL
"744009","Brett Davis","80888463","October 06, 2024","9099.42","EUR","Debit","BR217","4074.40",NULL,NULL,"2024-10-06",NULL
"182476","Troy King","38592938","17/07/2021","6613.43","EUR","Debit","BR264","82208.54",NULL,NULL,"2021-07-17",NULL
"634199","Jean Johnston","44081724","05/07/2021","13756.44","GBP","Credit","BR567","99805.32",NULL,NULL,"2021-07-05",NULL
"119546","Daniel Fry","89989293","29/05/2025","13763.49","USD","Transfer","BR379","86162.60",NULL,NULL,"2025-05-29",NULL
"215169","Jennifer Sanders","96557662","November 07, 2022","17376.02","USD","Transfer","BR222","44078.36",NULL,NULL,"2022-11-07",NULL
"703873","Jennifer Alvarado","22985104","2024-12-18","19199.59","GBP","Debit","BR993","31796.26",NULL,NULL,"2024-12-18",NULL
"168623","Patrick Porter","50460660","2022-03-12","12943.17","GBP","Debit","BR897","48587.74",NULL,NULL,"2022-03-12",NULL
"302466","Jennifer Rodriguez","61431506","11/11/2023","154.43","USD","Transfer","BR128","24006.55",NULL,NULL,"2023-11-11",NULL
"880775","Rebecca Morrison","67788608","March 29, 2023","16848.12","INR","Debit",NULL,"18998.05",NULL,NULL,"2023-03-29",NULL
"954523","Katherine Thomas","59831531","July 14, 2022","6836.48","INR","Transfer","BR661","66253.08",NULL,NULL,"2022-07-14",NULL
"738972","Jennifer Nelson","62150463","31/10/2025","19775.79","INVALID","Credit",NULL,"62933.27",NULL,NULL,"2025-10-31",NULL
"907219","Alan Harper","57602951","May 17, 2024","141.15","INR","Credit","BR832","34063.34",NULL,NULL,"2024-05-17",NULL
"969024","Charles Mills","79023563","August 20, 2025","13010.83","EUR","Transfer","BR553","94169.95",NULL,NULL,"2025-08-20",NULL
"204273","Lisa Landry","26147834","February 23, 2025","4964.82","GBP","Debit","BR135","39756.41",NULL,NULL,"2025-02-23",NULL
"861256","Philip Douglas","41013395","2024-10-06","4003.08","USD","Debit","BR893","40247.38",NULL,NULL,"2024-10-06",NULL
"636455","Dr. Anthony Taylor","63141047","October 07, 2023","3200.62","USD","Debit",NULL,"85259.42",NULL,NULL,"2023-10-07",NULL
"791365","Michelle Lewis","84303658","2022-05-07","1679.95","INVALID","Transfer","BR801","59868.83",NULL,NULL,"2022-05-07",NULL
"959464","Amanda Williams","86300637","2025-01-11","17452.73","INR","Debit","BR759","82974.70",NULL,NULL,"2025-01-11",NULL
"329853","Stephanie Jensen Dvm","91213692","September 23, 2022","12882.50","INR","Transfer",NULL,"6138.41",NULL,NULL,"2022-09-23",NULL
"809226","Brian Herring","56863467","08/12/2023","12253.83","INVALID","Debit","BR813","14713.22",NULL,NULL,"2023-12-08",NULL
"937190","Derrick Gonzales","84169132","January 21, 2023","1192.40","EUR","Credit","BR676","8384.39",NULL,NULL,"2023-01-21",NULL
"623203","Victoria Gardner","10594249","2023-02-09","11645.79","INR","Credit","BR716","60810.73",NULL,NULL,"2023-02-09",NULL
"754502","Brett Sanchez","75026203","December 03, 2023","2026.15","EUR","Transfer","BR339","94760.23",NULL,NULL,"2023-12-03",NULL
"664569","Brooke Carrillo","94219392","02/02/2026","1363.80","INR","Debit","BR908","66331.08",NULL,NULL,"2026-02-02",NULL
"784561","Tammy Ali","62654703","December 20, 2021","1729.67","EUR","Credit","BR415","35173.93",NULL,NULL,"2021-12-20",NULL
"394796","Kevin Wilson","21625698","2024-06-13","6472.08","GBP","Credit","BR183","25533.75",NULL,NULL,"2024-06-13",NULL
"701424","Terry Smith","34654248","2023-01-21","924.14","EUR","Debit","BR460","99602.29",NULL,NULL,"2023-01-21",NULL
"141774","Christopher English","90951925","30/12/2022","442.48","INVALID","Debit","BR588","84872.23",NULL,NULL,"2022-12-30",NULL
"252444","Rachel Edwards","97864850","March 13, 2023","287.51","GBP","Debit","BR663","8688.75",NULL,NULL,"2023-03-13",NULL
"885431","David Ortiz","48672550","2024-02-13","13327.28","USD","Debit","BR130","33998.38",NULL,NULL,"2024-02-13",NULL
"408519","Anthony Smith","39899870","2024-03-29","7223.80","INVALID","Credit",NULL,"28965.89",NULL,NULL,"2024-03-29",NULL
"205746","Peter Garcia","46341998","06/02/2026","9458.02","GBP","Debit","BR843","13461.22",NULL,NULL,"2026-02-06",NULL
"956630","Jasmine Nguyen","87586162","21/07/2024","13039.84","INR","Debit","BR419","56233.41",NULL,NULL,"2024-07-21",NULL
"624828","Brandon Flores","82408307","2025-07-20","17064.01","USD","Transfer","BR946","60502.03",NULL,NULL,"2025-07-20",NULL
"720610","Melanie Santiago","83115653","09/04/2023","17483.52","INVALID","Transfer","BR322","5177.83",NULL,NULL,"2023-04-09",NULL
"123728","Kevin Hernandez","89112190","20/05/2023","12538.62","INVALID","Credit","BR555","30066.97",NULL,NULL,"2023-05-20",NULL
"724522","Kimberly Lam","73983212","March 25, 2024","13420.86","INR","Transfer","BR296","50516.15",NULL,NULL,"2024-03-25",NULL
"900652","Brent Henderson","60627918","2023-04-12","17892.65","INR","Transfer","BR967","47803.47",NULL,NULL,"2023-04-12",NULL
"152983","Margaret Gutierrez","19322523","2022-01-11","2669.60","GBP","Credit","BR858","63548.11",NULL,NULL,"2022-01-11",NULL
"733233","Morgan Rodriguez","20944669","2022-09-11","9876.00","EUR","Debit","BR384","42971.77",NULL,NULL,"2022-09-11",NULL
"363401","Emily Lee","62729017","October 16, 2021","1632.06","INVALID","Credit","BR630","64760.03",NULL,NULL,"2021-10-16",NULL
"555024","Julia Yates","63368108","30/04/2024",NULL,"INVALID","Debit","BR812","40967.11",NULL," Missing Critical Field","2024-04-30",NULL
"453383","Robert Smith","40259450","December 27, 2024",NULL,"EUR","Credit","BR094","86755.95",NULL," Missing Critical Field","2024-12-27",NULL
"114702","Chad Brown","87602861","25/05/2024","557.84","INVALID","Transfer","BR634","78586.47",NULL,NULL,"2024-05-25",NULL
"161933","Brandi Jenkins","59831662","August 12, 2024","10658.34","GBP","Credit","BR766","57535.11",NULL,NULL,"2024-08-12",NULL
"521757","Michel Brrett","45009975","06/03/2022","14112.64","INR","Transfer","BR835","32293.30",NULL,NULL,"2022-03-06",NULL
"634041","David Farley","40444708","2022-02-15","17226.47","USD","Transfer","BR943","89311.25",NULL,NULL,"2022-02-15",NULL
"261736","Kevin Rogers","86690421","July 01, 2023","2057.02","GBP","Credit","BR620","64828.14",NULL,NULL,"2023-07-01",NULL
"423016","Douglas Torres","83994449","2022-07-27","10854.17","INR","Credit","BR939","95578.10",NULL,NULL,"2022-07-27",NULL
"890182","Todd Adams Md","79486423","09/01/2023","2968.15","INVALID","Credit","BR670","35096.46",NULL,NULL,"2023-01-09",NULL
"782831","Sean Larson","63176947","April 05, 2022","1438.39","GBP","Transfer","BR991","55537.43",NULL,NULL,"2022-04-05",NULL
"799569","Andrew Hanson","54660116","05/07/2023","4945.12","GBP","Transfer","BR687","78888.26",NULL,NULL,"2023-07-05",NULL
"552946","Craig Meadows","68674542","2021-12-14","351.59","EUR","Debit","BR293","3733.50",NULL,NULL,"2021-12-14",NULL
"590496","Amanda Velazquez","57023043","22/06/2021","14913.91","INVALID","Transfer","BR225","37596.49",NULL,NULL,"2021-06-22",NULL
"538004","Christopher Lee","57802326","January 29, 2024","9446.52","EUR","Debit","BR309","33155.00",NULL,NULL,"2024-01-29",NULL
"518643","Mr. Jeffrey Olsen","52761253","12/03/2025","3261.15","GBP","Transfer",NULL,"31973.05",NULL,NULL,"2025-03-12",NULL
"777614","John Johnson","24794158","February 06, 2024","3738.48","INVALID","Transfer","BR199","38354.04",NULL,NULL,"2024-02-06",NULL
"521051","Michael Silva","70934103","2024-09-06","890.41","GBP","Transfer","BR630","30624.30",NULL,NULL,"2024-09-06",NULL
"949188","Carmen Terry","11778409","25/03/2024","1832.50","EUR","Debit","BR083","76782.71",NULL,NULL,"2024-03-25",NULL
"654760","Chad Bowman","98624402","December 22, 2021","1771.13","GBP","Debit","BR433","84277.48",NULL,NULL,"2021-12-22",NULL
"279590","Steven Wheeler","51317293","25/04/2021","18947.97","INVALID","Debit","BR436","73996.52",NULL,NULL,"2021-04-25",NULL
"573935","Stephanie Ewing","15787954","October 17, 2022","8914.91","EUR","Transfer","BR277","50449.28",NULL,NULL,"2022-10-17",NULL
"456777","Andrea Stephens","98359703","15/02/2026","8601.18","EUR","Credit","BR457","55110.97",NULL,NULL,"2026-02-15",NULL
"566135","Julie Hill","63149474","2023-06-01","14130.15","INVALID","Credit","BR285","39498.96",NULL,NULL,"2023-06-01",NULL
"935664","Mark Murray","54094916","2023-07-14","4607.38","INR","Transfer","BR893","36944.65",NULL,NULL,"2023-07-14",NULL
"907831","Patrick Mayer","88362928","15/09/2024","1433.45","INR","Credit","BR806","2891.03",NULL,NULL,"2024-09-15",NULL
"386039","Mark Jones","26323184","22/05/2025","4106.16","INR","Transfer","BR886","99559.76",NULL,NULL,"2025-05-22",NULL
"283481","Brian Morales","38817922","11/02/2026","15461.55","GBP","Transfer","BR839","89541.58",NULL,NULL,"2026-02-11",NULL
"468699","Joshua Campbell","75366915","April 10, 2024","10190.09","EUR","Transfer","BR245","57383.91",NULL,NULL,"2024-04-10",NULL
"353172","Robert Thompson","64075589","June 07, 2025","13511.18","INVALID","Transfer",NULL,"10716.90",NULL,NULL,"2025-06-07",NULL
"852811","Emily Jordan","29547106","25/11/2024","11512.12","INR","Debit","BR765","95392.78",NULL,NULL,"2024-11-25",NULL
"309805","Patricia Anderson","73758229","March 10, 2024","14027.80","INVALID","Credit","BR935","60558.98",NULL,NULL,"2024-03-10",NULL
"862422","Kimberly Whitaker","17071611","06/05/2021","11496.92","USD","Transfer",NULL,"26737.33",NULL,NULL,"2021-05-06",NULL
"156098","Todd Hart","27885799","April 28, 2025","1632.30","INVALID","Debit","BR171","69754.23",NULL,NULL,"2025-04-28",NULL
"433702","Becky Glover","47692378","28/04/2021",NULL,"USD","Transfer",NULL,"90402.62",NULL," Missing Critical Field","2021-04-28",NULL
"629156","Jamie Williams","65018608","June 12, 2023","8394.94","EUR","Debit",NULL,"26259.99",NULL,NULL,"2023-06-12",NULL
"256995","Joshua Howard","83343873","2021-09-29","15490.88","EUR","Transfer","BR367","52734.36",NULL,NULL,"2021-09-29",NULL
"552374","Mark Gonzalez","30137629","June 04, 2022","84.05","INVALID","Credit","BR503","94605.00",NULL,NULL,"2022-06-04",NULL
"128671","Megan Johnson","34624070","March 10, 2025","17717.77","USD","Credit","BR611","59060.79",NULL,NULL,"2025-03-10",NULL
"419700","Cindy Johnson","74567104","2025-03-09","1847.94","INVALID","Debit","BR248","15767.55",NULL,NULL,"2025-03-09",NULL
"917918","Laura Rivera Md","19145824","September 22, 2023","9547.47","USD","Credit","BR323","74107.90",NULL,NULL,"2023-09-22",NULL
"922629","Nicholas Navarro","70659074","2024-03-10","8079.24","INVALID","Debit","BR072","7358.40",NULL,NULL,"2024-03-10",NULL
"637858","Jessic Willims","24341571","January 01, 2025","9074.93","INVALID","Credit","BR343","91320.37",NULL,NULL,"2025-01-01",NULL
"462652","Alicia Robertson","93004012","25/06/2023","8557.72","INVALID","Transfer","BR132","88300.08",NULL,NULL,"2023-06-25",NULL
"130767","Chris Norton","63039273","25/05/2024","3279.77","INVALID","Debit","BR214","22617.10",NULL,NULL,"2024-05-25",NULL
"871803","Mitchell Kelly","53597691","October 09, 2025","12807.92","INVALID","Transfer","BR652","73163.26",NULL,NULL,"2025-10-09",NULL
"720759","Brianna Mullins","59725530","2022-05-28","6662.18","INVALID","Transfer","BR180","78878.82",NULL,NULL,"2022-05-28",NULL
